,archaea,nan,land plants,plants,vertebrates,human,invertebrates,bacteria,algae,eukaryotic algae,fungi,protozoa
9180,not_archaea,not_nan,not_land plants,not_plants,vertebrates,human,not_invertebrates,not_bacteria,not_algae,not_eukaryotic algae,not_fungi,not_protozoa
